0,77,162,241,324,405,500,561,664,723,802,875,930,1003,1098,1163,1234,1299,1372,1443,1532,1623,1692,1747,1796,1859,1944,2019,2080,2173,2250,2349
0.0,656.0,534.0,759.0,612.0,519.0,696.0,726.0,608.0,450.0,724.0,565.0,817.0,537.0,645.0,520.0,688.0,698.0,580.0,646.0,536.0,714.0,744.0,648.0,780.0,642.0,517.0,552.0,622.0,616.0,565.0,781.0
656.0,0.0,664.0,658.0,690.0,593.0,736.0,740.0,657.0,649.0,520.0,599.0,634.0,705.0,702.0,619.0,723.0,521.0,523.0,764.0,624.0,608.0,517.0,661.0,737.0,723.0,585.0,682.0,728.0,719.0,650.0,735.0
534.0,664.0,0.0,699.0,738.0,637.0,688.0,711.0,755.0,660.0,649.0,669.0,794.0,520.0,740.0,604.0,802.0,675.0,472.0,819.0,614.0,724.0,665.0,809.0,733.0,675.0,558.0,654.0,708.0,774.0,605.0,717.0
759.0,658.0,699.0,0.0,712.0,629.0,551.0,488.0,564.0,673.0,547.0,769.0,562.0,750.0,568.0,634.0,654.0,617.0,570.0,755.0,734.0,743.0,601.0,855.0,703.0,616.0,635.0,552.0,652.0,704.0,612.0,650.0
612.0,690.0,738.0,712.0,0.0,675.0,522.0,567.0,573.0,463.0,603.0,509.0,696.0,713.0,644.0,563.0,616.0,694.0,604.0,589.0,597.0,505.0,662.0,598.0,704.0,564.0,725.0,597.0,643.0,540.0,572.0,496.0
519.0,593.0,637.0,629.0,675.0,0.0,563.0,617.0,390.0,482.0,518.0,571.0,657.0,713.0,500.0,405.0,515.0,471.0,533.0,701.0,609.0,660.0,565.0,708.0,671.0,569.0,330.0,400.0,530.0,644.0,503.0,658.0
696.0,736.0,688.0,551.0,522.0,563.0,0.0,483.0,491.0,589.0,531.0,711.0,561.0,743.0,534.0,555.0,577.0,579.0,601.0,588.0,654.0,550.0,616.0,872.0,601.0,565.0,643.0,555.0,544.0,612.0,574.0,532.0
726.0,740.0,711.0,488.0,567.0,617.0,483.0,0.0,483.0,584.0,543.0,700.0,618.0,771.0,485.0,515.0,564.0,666.0,563.0,692.0,729.0,696.0,634.0,801.0,676.0,528.0,580.0,572.0,651.0,672.0,571.0,464.0
608.0,657.0,755.0,564.0,573.0,390.0,491.0,483.0,0.0,427.0,467.0,550.0,612.0,714.0,343.0,384.0,345.0,539.0,604.0,589.0,654.0,640.0,556.0,724.0,524.0,538.0,501.0,423.0,479.0,578.0,493.0,558.0
450.0,649.0,660.0,673.0,463.0,482.0,589.0,584.0,427.0,0.0,613.0,567.0,684.0,513.0,520.0,450.0,582.0,642.0,508.0,643.0,585.0,570.0,673.0,647.0,710.0,552.0,500.0,466.0,558.0,535.0,516.0,635.0
724.0,520.0,649.0,547.0,603.0,518.0,531.0,543.0,467.0,613.0,0.0,616.0,376.0,758.0,432.0,515.0,587.0,341.0,534.0,668.0,731.0,618.0,223.0,755.0,629.0,637.0,566.0,551.0,523.0,723.0,502.0,505.0
565.0,599.0,669.0,769.0,509.0,571.0,711.0,700.0,550.0,567.0,616.0,0.0,803.0,741.0,625.0,534.0,629.0,658.0,526.0,639.0,572.0,543.0,724.0,382.0,699.0,652.0,602.0,564.0,730.0,641.0,593.0,636.0
817.0,634.0,794.0,562.0,696.0,657.0,561.0,618.0,612.0,684.0,376.0,803.0,0.0,776.0,554.0,676.0,679.0,453.0,662.0,620.0,817.0,674.0,383.0,863.0,639.0,713.0,718.0,627.0,536.0,764.0,599.0,557.0
537.0,705.0,520.0,750.0,713.0,713.0,743.0,771.0,714.0,513.0,758.0,741.0,776.0,0.0,793.0,702.0,799.0,736.0,581.0,800.0,586.0,682.0,776.0,738.0,789.0,760.0,700.0,709.0,738.0,690.0,593.0,787.0
645.0,702.0,740.0,568.0,644.0,500.0,534.0,485.0,343.0,520.0,432.0,625.0,554.0,793.0,0.0,396.0,367.0,562.0,631.0,611.0,693.0,644.0,500.0,678.0,568.0,480.0,546.0,408.0,552.0,624.0,572.0,560.0
520.0,619.0,604.0,634.0,563.0,405.0,555.0,515.0,384.0,450.0,515.0,534.0,676.0,702.0,396.0,0.0,484.0,559.0,496.0,624.0,563.0,631.0,579.0,689.0,697.0,459.0,448.0,302.0,535.0,606.0,493.0,583.0
688.0,723.0,802.0,654.0,616.0,515.0,577.0,564.0,345.0,582.0,587.0,629.0,679.0,799.0,367.0,484.0,0.0,677.0,703.0,665.0,716.0,695.0,636.0,705.0,430.0,570.0,587.0,462.0,544.0,616.0,582.0,605.0
698.0,521.0,675.0,617.0,694.0,471.0,579.0,666.0,539.0,642.0,341.0,658.0,453.0,736.0,562.0,559.0,677.0,0.0,592.0,687.0,671.0,562.0,380.0,786.0,708.0,656.0,590.0,586.0,585.0,743.0,610.0,588.0
580.0,523.0,472.0,570.0,604.0,533.0,601.0,563.0,604.0,508.0,534.0,526.0,662.0,581.0,631.0,496.0,703.0,592.0,0.0,743.0,574.0,561.0,599.0,710.0,747.0,597.0,484.0,515.0,674.0,668.0,500.0,652.0
646.0,764.0,819.0,755.0,589.0,701.0,588.0,692.0,589.0,643.0,668.0,639.0,620.0,800.0,611.0,624.0,665.0,687.0,743.0,0.0,655.0,695.0,682.0,694.0,622.0,617.0,783.0,681.0,590.0,648.0,781.0,620.0
536.0,624.0,614.0,734.0,597.0,609.0,654.0,729.0,654.0,585.0,731.0,572.0,817.0,586.0,693.0,563.0,716.0,671.0,574.0,655.0,0.0,536.0,716.0,550.0,726.0,653.0,612.0,636.0,689.0,611.0,655.0,767.0
714.0,608.0,724.0,743.0,505.0,660.0,550.0,696.0,640.0,570.0,618.0,543.0,674.0,682.0,644.0,631.0,695.0,562.0,561.0,695.0,536.0,0.0,674.0,619.0,600.0,671.0,762.0,686.0,722.0,645.0,656.0,662.0
744.0,517.0,665.0,601.0,662.0,565.0,616.0,634.0,556.0,673.0,223.0,724.0,383.0,776.0,500.0,579.0,636.0,380.0,599.0,682.0,716.0,674.0,0.0,797.0,673.0,637.0,607.0,609.0,526.0,684.0,544.0,560.0
648.0,661.0,809.0,855.0,598.0,708.0,872.0,801.0,724.0,647.0,755.0,382.0,863.0,738.0,678.0,689.0,705.0,786.0,710.0,694.0,550.0,619.0,797.0,0.0,747.0,736.0,689.0,734.0,830.0,664.0,731.0,713.0
780.0,737.0,733.0,703.0,704.0,671.0,601.0,676.0,524.0,710.0,629.0,699.0,639.0,789.0,568.0,697.0,430.0,708.0,747.0,622.0,726.0,600.0,673.0,747.0,0.0,718.0,717.0,657.0,543.0,694.0,700.0,672.0
642.0,723.0,675.0,616.0,564.0,569.0,565.0,528.0,538.0,552.0,637.0,652.0,713.0,760.0,480.0,459.0,570.0,656.0,597.0,617.0,653.0,671.0,637.0,736.0,718.0,0.0,602.0,498.0,664.0,474.0,622.0,608.0
517.0,585.0,558.0,635.0,725.0,330.0,643.0,580.0,501.0,500.0,566.0,602.0,718.0,700.0,546.0,448.0,587.0,590.0,484.0,783.0,612.0,762.0,607.0,689.0,717.0,602.0,0.0,459.0,590.0,695.0,521.0,654.0
552.0,682.0,654.0,552.0,597.0,400.0,555.0,572.0,423.0,466.0,551.0,564.0,627.0,709.0,408.0,302.0,462.0,586.0,515.0,681.0,636.0,686.0,609.0,734.0,657.0,498.0,459.0,0.0,500.0,679.0,481.0,658.0
622.0,728.0,708.0,652.0,643.0,530.0,544.0,651.0,479.0,558.0,523.0,730.0,536.0,738.0,552.0,535.0,544.0,585.0,674.0,590.0,689.0,722.0,526.0,830.0,543.0,664.0,590.0,500.0,0.0,661.0,551.0,655.0
616.0,719.0,774.0,704.0,540.0,644.0,612.0,672.0,578.0,535.0,723.0,641.0,764.0,690.0,624.0,606.0,616.0,743.0,668.0,648.0,611.0,645.0,684.0,664.0,694.0,474.0,695.0,679.0,661.0,0.0,657.0,682.0
565.0,650.0,605.0,612.0,572.0,503.0,574.0,571.0,493.0,516.0,502.0,593.0,599.0,593.0,572.0,493.0,582.0,610.0,500.0,781.0,655.0,656.0,544.0,731.0,700.0,622.0,521.0,481.0,551.0,657.0,0.0,598.0
781.0,735.0,717.0,650.0,496.0,658.0,532.0,464.0,558.0,635.0,505.0,636.0,557.0,787.0,560.0,583.0,605.0,588.0,652.0,620.0,767.0,662.0,560.0,713.0,672.0,608.0,654.0,658.0,655.0,682.0,598.0,0.0
